text,label,words
"Jeśli chłopczyk ma takie intensywne krwawienia z nosa nalezy udac się do laryngologa, gdyż czasami konieczny jest np. zabieg-kogulacja splotu kisselbacha. Doraźnie mozna stoswać Emofix,Rinopanteine do nosa.",Medyczne-diagnoza,27
Jest to konieczne:Dopler naczyń mózgu i szyi (USG)Konsultacja  otolaryngologakonsultacja neurologakontrolę ciśnienia krwi w ciągu dnia (rano i wieczorem - bezpośrednio po snu i przed snem). Norma dla dziecka 6 lat 90/60,Medyczne-diagnoza,35
"Witam. Od kilku tygodni u mojego 7 letniego synka łuszczy się skóra na stopach, tak jakby tworzyły się odciski tylko puste bez płynu i pękały, rozdzierały się. Syn biega całe lato na boso po domu i ogrodzie. Smaruję mu stopy kremami np: Scholl - do delikatnej skóry i kremami do rąk, ale to nie pomaga. Stopy nie są zaczerwienione tylko robi się na nich dość dużo pęcherzyków a syn je skubie. Dziękuję.",Medyczne-diagnoza,72
"Szanowna Pani,Dla postawienia prawidłowej diagnozy konieczne byłoby bezpośrednie zbadanie syna i szczegółowy wywiad, ponieważ przyczyn wspominanych objawów może być kilka. Bez identyfikacji przyczyny, nie ma możliwości wdrożenia skutecznego leczenia.Z wyrazami szacunku,dr n. med. Paweł Pietkiewicz, FEBDV",Medyczne-diagnoza,39
"W przypadku zapalenia gardła wywołanego Strep A podaje się antybiotyk. Głównym powodem jest NIE zmniejszenie objawów ale zapobieżenie poważnym komplikacjom typu choroba nerek czy gorączka reumatyczna.Na przyszłość radzę jednak stosować się do zaleceń zaufanego lekarza, który zbadał dziecko zamiast ""szeroko konsultować"" jego zalecenia w internecie.Pozdrawiam serdecznie.",Medyczne-diagnoza,48
"Dzień dobryWyniki są dość dobre ale nie widzę badania ogólnego moczu (porannego, bez uprzedniego picia przez 8 godz), które może wykazać nieprawidłowości pracy nerek. Warto wykonać również usg układu moczowego. Wyniki zinterpretuje nefrolog.Pozdrawiam, Marta Serwańska-Świętek",Medyczne-diagnoza,37
"może to mieć związek z badaniem z kontrastem, a.95 kreatynina  to dla szczupłej kobiety trochę za wysoka. Powyższe objawy mogą świadczyć o chorobie nerek, Proszę się udać do nefrologa albo najpierw do lekarza rodzinnego.",Medyczne-diagnoza,34
Mam 30lat.Od miesiąca drętwieją / mrowieją mi nogi. Sama nie wiem jak to nazwać. Zdarza się to coraz częściej zawsze podczas szybkiego chodzwnia. Im dłużej chodze tym bardziej się nasila i przesuwa aż na uda. Mam wrażenie że nogi mam coraz słabsze i zaraz się przewrócę. Co to może być i gdzie się udać? Pozdrawiam,Medyczne-diagnoza,55
"Dostałem ostatnio wyniki krwi , jeszcze nie zdarzyłam ich skonsultować ze specjalistą Mam S/urinstoff 9,2 z tego go się orientuje może chodzic o nerki . Mam 33 lata. Ogólnie czuje ostatnio delikatny ból z tylu pleców (okolice lędźwiow) najbardziej martwi mnie fajt ze dziadek miał chore nerki , moja mama również . Czy mam się martwić czy póki co nie panikować ? Pozdrawiam serdecznie",Medyczne-diagnoza,64
"Należy wykonać badanie EKG, które odpowie nam na pytanie czy obserwowana tachykardia ma charakter zatokowy,  a następnie zgłosić się do lekarza z prośbą o posłuchanie serca. Jeśli w sercu jest szmer  lub mamy stwierdzone odchylenie w badaniu EKG, wskazane wykonanie badania echo serca.",Medyczne-diagnoza,43
"Pokasływanie jest   najczęściej działaniem niepożądanym leków nadciśnieniowych z grupy blokerów angiotensyny lub  agonistów receptora  angiotlensyny.Do najczęściej stosowanych leków nalężących do tej grupy  można wymienić: peryndopryl, ramipryl, lisinopril, losartan, walsartan , telmisartan. Jeśli przyjmuje Pani, któryś z tych leków, należy go zamienić na inny .Ponadto wydaje mi się, że wskazane  jest u Pani wykluczenie nadciśnienia wtórnego.",Medyczne-diagnoza,57
"Witam, borykam się już długi czas z zajadami i bardzo zależy mi na wizycie u Pani, jednak wolałabym wcześniej wiedzieć ile mniej więcej będzie ona kosztować? Dziękuje z góry za odpowiedź, pozdrawiam. :)",Medyczne-diagnoza,33
"Witam, niestety Pani pytanie dotarło do mnie w dniu wczorajszym. W związku z tym nie mogłam na nie odpowiedzieć wcześniej. Ceny wizyt w moim gabinecie są zgodne z informacją podaną na portalu ""znanylekarz.pl"". W razie potrzeby proszę o ponowny kontakt. Pozdrawiam, Małgorzata Świder",Medyczne-diagnoza,43
Nie znam się na tym . Jestem diabetologiem   i  nefrologiem to pytanie do  stomatologa.Najlepsze miejsce w Krakowie toPoradnia Chorób PrzyzębiaPoradnia chorób błon śluzowych przyzębiaAdres:ul. Montelupich 4 31-155 Kraków Telefon:  012-4245555Pozdrawiam,Medyczne-diagnoza,35
"Witam. Jeśli jest taka potrzeba , to oczywiście możemy zbadać skład ciała ( jestem w posiadaniu wagi , która podaje w sposób prosty jedynie procentowy skład np. tłuszczu- dostępne są bardziej skomplikowane aparaty dokładnie opisujące procentowy skład tkanki tłuszczowej trzewnej, mięśni, wody itp, z mapami ciała - np. w MCZ w Lubinie ) . Badanie w moim gabinecie jest w cenie wizyty. Pozdrawiam - Bartosz Bednarkiewicz",Medyczne-diagnoza,66
"Nie  nie robię,  standardy diabetologiczne zalecają oznaczanie BMI i obwodu w talii . To w zupełności wystarcza do podjęcia decyzji terapeutycznych .   Podobnie jak nic nie wnosi tomografia komputerowa aby ocenić wielkość tkanki tłuszczowej trzewnej . Są  to metody aby "" wycisnąć ""  dodatkowe pieniądze od Chorego . Pozdrawiam",Medyczne-diagnoza,49
"Jeżel to wynik  kobiety w ciąży to wynik choć jest prawidłowy , jest bardzo zbliżony do cukrzycy ciążowej - powtórzyłbym test lub nawet dla bezpieczeństwa rozpoznał cukrzycę i rozpoczął samokontrolę glukometrem . Jeżeli to krzywa  u osoby nie będącej w ciąży -to jest to stan przedcukrzycowy - warto leczyć . Pozdrawiam",Medyczne-diagnoza,51
"Witam. Zakladajac ze nie jest to test wykonywany u kobiety ciezarnej to nalezy rozpoznac nieprawidlowa tolerancje glukozy, jeden ze stanow wchodzacych do tz ,, stanu przedcukrzycowego"".",Medyczne-diagnoza,26
W  wynikach  badań  jest szereg  nieprawidłowości.  Większość  najpewniej  bez istotnego  znaczenia  klinicznego . Konieczna  jednak  diagnostyka  uszkodzenia  wątroby  i nerek . Najpewniej celowe też  będzie  leczenie  zaburzeń  lipidowych. Konieczna  wizyta lekarska .Pozdrawiam  serdecznie .,Medyczne-diagnoza,34
"Dzień dobry, Proszę zgłosić się do nefrologa z powodu białkomoczu (zapraszam) i przy okazji wyjaśni nieprawidłowości w zakresie prób wątrobowych (konieczne są dodatkowe badania laboratoryjne, zanim ostatecznie rozpozna się zespół Gilberta)PozdrawiamMarta Serwańska-Świętek",Medyczne-diagnoza,34
"Po 5 dniowym leczeniu furarginum zrobiłam badanie ogolne moczu i wyszło ph 8,mocz mętny,bardzo liczne fosforany bezpostaciowe.Czy zrobic posiew aby wykluczyć infekcje dróg moczowych?nadmienie iż poprzednio w badaniu wyszly leukocyty 10-20,azotyny wykryte erytrocyty i liczne szczawiany wapnia.Jestem w 32 tc.",Medyczne-diagnoza,40
Chorobami  nerek  u dzieci zajmują  się   pediatrzy ze specjalizacją nefrologa.  Nefrologia  dziecięca i osób dorosłych  to dwie  różne dyscypliny wiedzy. Należy  znaleźć nefrologa dziecięcego. Nie znam  się natym . Pozdrawiam,Medyczne-diagnoza,30
"Dzień dobryNie jest to ""nic koniecznie tragicznego"":)  i przy całym powyższym opisie, zakładając, że nic dodatkowego się i córeczki nie dzieje - do obserwacji. Proszę nie zwlekać z wizytą u nefrologa dziecięcego.PozdrawiamMarta Serwańska-Świętek",Medyczne-diagnoza,36
"Potrzebuję porady odnosnie cukrzycy ciążowej to moje wyniki Na czczo 74Po godzinie 182Po dwóch 148Czy to oznacza że mam cukrzycę i jakie są normy????",Medyczne-diagnoza,27
"Czy obecnie lekarz weterynarii może wypisać dla psa antybiotyk amylan?(piesek 12 lat przyjmuje antybiotyk od dłuższego czasu z dobrym skutkiem ,bez podania antybiotyku nie funkcjonuje prawidlowo-nawracajace zapalenie płuc).Weterynarz prowadzący poinformował mnie że nie wolno już przepisywać ludzkich antybiotyków dla zwierzat",Medyczne-diagnoza,40
"Dzień dobry.Wg. aktualnych przepisów, lekarz weterynarii może wypisać leki "" ludzkie "" do leczenia zwierząt, jeżeli nie ma ich odpowiedników przeznaczonych dla zwierząt. W przypadku AMYLANU, jest kilka preparatów o tym samym składzie, przeznaczonych dla zwierząt. Zapewne prowadzący lekarz coś zaproponuje. Nie wiem tylko jaka jest efektywność antybiotyku podawanego stale od 12 lat ?Pozdrawiam, Zalewski Grzegorz.",Medyczne-diagnoza,58
"Dzień dobry.Leki przeciwbólowe są różne i z różnych grup. Bardzo istotne przeciw jakiemu bólowi mamy działać ? Sądzę, że lekarz który zaordynował Encorton, będzie wiedział co może zastosować, zwłaszcza, że istotna jest również dawka Encortonu.Pozdrawia, Zalewski Grzegorz.",Medyczne-diagnoza,39
Pies po operacji wiazadła 3tyg temu. 2dni temu miał pierwsza rehabilitację Nagle (od wczorajszego wieczora) nie staje na łapke. Nie ma opuchlizny. Jaka moze byc przyczyna ?,Medyczne-diagnoza,27
"Dzień dobry.Najlepszym wyjściem będzie udanie się do gabinetu - najlepiej tam gdzie był operowany - i zapytanie lekarza.Znając metodę jaką zastosował, będzie mu najłatwiej określić potencjalna przyczynę zaistniałej sytuacji. Przyczyn może być bardzo wiele od banalnego przemęczenia do uszkodzenia implantu.Pozdrawiam, Zalewski Grzegorz.",Medyczne-diagnoza,45
"Dzień dobry.To pytanie należało zadać lekarzowi który diagnozował kotka.Teoretycznie istnieje możliwość stabilizacji bez operacyjnej - np. w gipsie lub opatrunku żywicowym ale wszystko zależy od miejsca uszkodzenia, rodzaju i rozległości uszkodzenia i wreszcie od cierpliwości pacjenta. Niestety opatrunki zewnętrzne - szczególnie u kotów - są niechętnie tolerowane i czasem ich odnawianie może być konieczne tak często, że sumaryczny koszt przekroczy koszt operacji.Każdy przypadek trzeba ocenić indywidualnie.Pozdrawiam, Zalewski Grzegorz.",Medyczne-diagnoza,72
"Proszę o pomoc, moja 8 letnia suczka (maltańczyk) nagle zaczęła mieć problemy z oddychaniem. Jest noc wiec nie wiemy co zrobić, brzmi to jak bardzo zapchany nos przez który nie może oddychać, bardzo się męczy, gdy stara się wziąć oddech charczy świszczy i trzęsie się z wysiłku. Proszę o pomoc jak mogę jej pomoc?!",Medyczne-diagnoza,54
"Dzień dobry.Najlepiej jak najszybciej udać się do lekarza - są lecznice z dyżurami nocnymi. Internet nie pomoże a jeżeli jest tak źle, to do kolejnego dnia może już być za późno.Pozdrawiam, Zalewski Grzegorz.",Medyczne-diagnoza,35
"Dzień dobry.Można wyleczyć całkiem nowotwór płuc u psa - jeżeli jest formą łagodną, jest mały i wyraźnie ograniczony, pozwala się usunąć z odpowiednim marginesem i nie dał wcześniej przerzutów.Jak więc widać problem jest dosyć złożony.Pozdrawiam, Zalewski Grzegorz.",Medyczne-diagnoza,40
"Tak, to prawda.Przyczyną może być fizyczne zatkanie jelit lub wymioty i biegunka doprowadzające do zapaści zwierzaka. Dodatkowym powodem śmierci z powodu zarobaczenia - szczególnie u szczeniąt - to doprowadzenie do wyniszczenia i niedokrwistości.Pozdrawiam, Zalewski Grzegorz.",Medyczne-diagnoza,37
"Witam, jeżeli chodzi o preparat przeciwko kleszczom to jak najbardziej proszę podawać ponieważ kleszcze już się pojawiły. Natomiast odrobaczać najlepiej jest co 4 miesiące. PozdrawiamAdam Cyniak",Medyczne-diagnoza,27
"Kot nie wychodzący, może być odrobaczany co 4 miesiące. Kot karmiony surowym mięsem co 2 miesiące, podobnie kot wychodzący i polujący. Najlepiej jednak wykonywać regularnie,  badanie kału co 6 miesięcy w celu oceny wielkości i rodzaj inwazji. Do pierwszych przymrozków dobrze jest podawać preparat przeciw kleszczom.",Medyczne-diagnoza,46
"Witam,Jeżeli samo przemywanie nie pomaga, najrozsądniej jest pokazać problem lekarzowi. Ciało obce może znajdować się pod trzecią powieką, sprawdzić również należy czy nie doszło do uszkodzenia nabłonka przedniego rogówki, w takim wypadku konieczna będzie odpowiednia terapia.",Medyczne-diagnoza,37
"Witam. Koniecznie należy się udać do lekarza, na badanie okulistyczne, piesek może mieć poważne uszkodzenie rogówki lub inne schorzenie. Do czasu wizyty można używać kropli nawilżających. U psów nie należy stosować rumianku, bo działa drażniąco na skórę i spojówkę.",Medyczne-diagnoza,39
"Konieczna jest wizyta w gabinecie, lekarz musi ocenić czy w worku spojówkowym nie znajduje sie ciało obce, czy rogówka nie jest uszkodzona oraz zaordynować odpowiednie do stanu zastanego leki.",Medyczne-diagnoza,29
"1) Dobrze, że Pani rozkleiła powieki.2) Ciało obce może być trudne do zlokalizowania3) Pies odczuwa wyraźny dyskomfort, dlatego należy mu jak najszybciej pomóc4) Kilka ""błahych"" procesów chorobowych dotykających gałkę oczną może w krótkim czasie skutkować utratą oka lub wzroku. Dlatego należy jak najszybciej rozpocząć leczenie.5) Wiele można rozumieć przez ""zwykłe okłady"". Sytuacja jest dość niezwykła dla Pani i dla pieska, radziłbym więc poszukać pomocy u zaufanego lekarza weterynarii.",Medyczne-diagnoza,72
"Mam 4 i pół miesięczną suczkę od 2 tygodni i martwię się o Nią, gdyż jak śpi to piszczy, bardzo ciężko oddycha czasami się rzuca i trzęsie oraz przebiera łapkami. Czasami słychać jakby miała czkawkę, choć to zdarza się również w ciągu dnia, ale, gdy śpi jest to częściej. Czy to wskutek jakichś snów, czy może mam się czym martwić ?",Medyczne-diagnoza,61
"Psy podobnie jak ludzie śnią. Intensywnowść przeżyć z całego dnia może może mieć odzwierciedlenie podczas snu. W zależności od wpływu na mózg bodźców pozytywnych lub negatywnych sen może być przyjemny lub koszmarny. Nie uważam, żeby zachowanie suczki było powodem jakiegoś poważnego schorzenia. Należy skolerować jej przeżycia senne z przeżyciami danego dnia.",Medyczne-diagnoza,51
"Witam, Czy problemy występują od samego początku, jakiej rasy jest piesek? Czy piesek był szczepiony? Z powyższego opisu nie można postawić wiarygodnej diagnozy,  najrozsądniej będzie się wybrać z maluchem do lekarza weterynarii.PozdrawiamAdam Cyniak",Medyczne-diagnoza,35
"Psy mogą śnić i wtedy ruszają łapkami, szczekają i poruszają gałkami ocznymi i jest to normalne ale podczas snu mogą zdarzyć się bezdechy, duszność czy stany padaczkowe, dlatego warto taki epizod nagrać i pokazać lekarzowi weterynarii, żeby do końca rozwiać wątpliwości.",Medyczne-diagnoza,41
"Witam, to czy psy śnią nie jest do końca udowodnione, ale ich różne zachowania podczas snu mogą świadczyć o przeżywaniu jakiś emocji. Podczas snu oddech powinien być spokojny, płytszy niż podczas dnia. Czkawka wynika najczęściej z połykania powietrza, czy to podczas jedzenia czy tez podczas snu. Uważam iż należy wybrać sie na konsultację do lekarza weterynarii ze względu na ciężki oddech, może on wynikać z wielu przyczyn które warto sprawdzić. Pozdrawiam",Medyczne-diagnoza,71
"Witam , czy tydzień po drugim szczepieniu mogę wyjść z psem na spacer ? Czy konieczne jest czekanie na trzecią szczepionkę ? Jest to 9 tygodniowy yorkshire terrier.",Medyczne-diagnoza,28
"Witam,Pełna odpowiedź immunologiczna na szczepionkę trwa około 10-14 dni , jeżeli drugie szczepienie wypadło przed 9 tygodniem życia, zdecydowanie lepiej jest odczekać 10 dni od trzeciego szczepienie przeciwko chorobom zakaźnym. Dopiero po nim można swobodnie wychodzić z psem na spacer i socjalizować go z innymi czworonogami.PozdrawiamAdam Cyniak",Medyczne-diagnoza,50
"Raczej tak, ale dla pewności proszę zapytać lek. wet., który podawał szczepionki, bo zdarzają się zaburzenia immunologiczne, które mogą być wskazaniem do dłuższej kwarantanny, drugim wskazaniem mogą być rodzaje użytych szczepionek.",Medyczne-diagnoza,31
"Witam,Jeżeli ucho jest napompowane jak balon to bardzo prawdopodobne, że jest to krwiak. Wizyta pierwsza kosztuje 45 zł plus koszt leków myślę ,że w tym wypadku w sumie będzie to około 50 zł,  czy zabieg chirurgiczny będzie potrzebny będę mógł powiedzieć po badaniu klinicznym. Cenę takiego zabiegu ustalamy indywidualnie, gdyż jest ona uzależniona od metody znieczulenia( znieczulenie infuzyjne lub wziewne). PozdrawiamAdam Cyniak",Medyczne-diagnoza,64
"Witam, Duża ilość spożywanej wody i fakt , że psiak jest osowiały może być oznaką bólu. W jakim wieku jest pies? Ile stracił na wadze? Myślę, że najrozsądniej będzie wybrać się z psem do lekarza weterynarii w celu postawienia właściwej diagnozy.PozdrawiamAdam Cyniak",Medyczne-diagnoza,44
"Mamy kotkę ze schroniska, ciągle borykaliśmy się z problem w uszach( stany zapalne, świerzb, itp) obecnie kotka miała zrobiony wymaz i wyszedł gronkowiec złocisty, dodatkowo lekarz otoskopem wypatrzył zmianę i stwierdził , że jest to nowotwór płaskonabłonkowy. Jesteśmy załamani,powiedziano nam , że operacja jest zbyt radykalna i może przynieść więcej cierpienia później niż co warto.Zastanawia mnie fakt, czy tak na ,,oko,, można stwiedzić nowotwór i czy na prawdę można tylko czekać na najgorsze.",Medyczne-diagnoza,73
"Witam, jeżeli u kota od dawna występował stan zapalny zewnętrznego kanału słuchowego  mogło dojść do przerostu tkanek, żeby ocenić jakiego rodzaju jest to zmiana zawszę należy wykonać histopatolgię. W kwestii dalszego rokowania należy wykonać dodatkowe badania diagnostyczne. Pozdrawiam Adam Cyniak",Medyczne-diagnoza,40
"Prosze udać się z kotkiem do lekarza weterynarii, który go prowadzi, to znaczy mam nadzieję, że taki jest, bo kotek powinien być już kilka razy odrobaczony i zaszczepiony przeciw chorobom zakaźnym. Ta ślina może byc objawem choroby, ale nie musi. Dla kobiet w ciąży groźna jest toksoplazmoza- można zrobić badanie kota. Pozdrawiam",Medyczne-diagnoza,52
"WitamWskazany jest kontakt z lekarzem wetweynarii. Trzeba zbadać kotka czy nie ma czasem ""kociego kataru"", jest ty zakaźna choroba. Chorują tylko kotowate, nie przenosi się na ludzi.Pozdrawiam",Medyczne-diagnoza,29
"Witam,Czy kot nie ma tendencji do podgrzania jakiś roślin w domu? Nadmierne ślinienie może mieć związek z podrażnieniem śluzówki jamy ustnej. Najrozsądniej będzie udac sie z kotem do lekarza weterynarii.  Zagrożeniem dla kobiety w ciąży może być toksoplazmoza, natomiast jeżeli dbamy o higienę i codziennie sprzątamy w kuwecie to kot nie stanowi żadnego zagrożenia. Pozdrawiam Adam Cyniak",Medyczne-diagnoza,58
"Należy ustalić, co to za wydzielina i czy nie wydobywa się z któregoś z naturalnych otworów ciała (nozdrza, jama ustna). Spektrum ""kocich chorób"" jest dosyć szerokie, dlatego nie da się odpowiedzieć na pytanie co kotu dolega, jakie jest rokowanie, i czy istnieje zagrożenie dla domowników tylko na podstawie informacji zawartych w zapytaniu. Niezbędne jest podstawowe badanie kliniczne.",Medyczne-diagnoza,57
"Witam, należy kotka skonsultować z lekarzem weterynarii, żeby sprawdzić czy w jamie ustnej nie ma czegoś niepokojącego. Może być np. stan zapalny dziąseł czy gardła, ale także może ten stan wynikać z nudności. Niektóre z kocich chorób przenoszą się na ludzi i inne gatunki zwierząt,a mianowicie pasożyty wewnętrzne i zewnętrzne. Pozdrawiam lek.wet.Aleksandra Pisula",Medyczne-diagnoza,53
Witam jeżeli chodzi o pierwszą część Pani pytania to ciężko cokolwiek powiedzieć bez badania jamy ustnej Pani kota.Natomiast jeżeli chodzi o jego drugą część to należy koniecznie zadbać o profilaktykę pasożytniczą zwierząt ( pchły i pasożyty wew.) oraz oczywiście o higienę przy sprzątaniu kociej kuwety a zwierzęta w domu nie stanowią zagrożenia dla kobiety ciężarnej.,Medyczne-diagnoza,55
"Moja suczka ma 13lat jest to kundelek wazy 4,20kg jest niewielka.Pare dni temu odkrylam ze ma guza juz ustalony jest termin zabiegu ale czy bez badan ja powinnam sie zgodzic?Ogolnie piesk wyglada dobrze ale czy nie powinna miec badania krwi itp.no nie wiem sama ,prosze o odp Agata",Medyczne-diagnoza,48
"Witam! Pies 13-letni jest pacjentem geriatrycznym, fakt ten istotnie wpływa m.in. na dobór środków do znieczulenia ogólnego, metabolizm oraz dawkowanie; jednakże ocena stanu ogólnego pacjenta przed zabiegiem leży w gestii lekarza prowadzącego. Pozdrawiam!",Medyczne-diagnoza,33
"Witam. Nie napisała Pani jakiego gruczołu guz dotyczy. Przed każdym zabiegiem u pieska w jej wieku powinny zostać wykonane podstawowe badanie krwi oraz echo lub ekg serduszka lub rtg klatki piersiowej. To ostatnie badanie, jeśli guz dotyczy gruczołu mlekowego, pozwoli też ustalić czy nie ma przerzutów do płuc.Pozdrawiam.",Medyczne-diagnoza,48
w mojej pracy zachecam własciciela  do wykonania badań krwi przed zabiegiem bez wzgledu na wiek. jest to badanie morfologiczne i biochemiczne dotyczące watroby i nerek oraz poziom cukru. jezeli to jest guz gruczołu mlekowego czy równiez piesek zostanie wysterylizowany?,Medyczne-diagnoza,39
"Oczywiście badania krwi, rtg płuc czy usg jamy brzusznej są badaniami, które pozwolą na ustalenie w jakim stanie zdrowia jest pies, czy są obecne przerzuty i o ew. ryzyku związanym z zabiegiem. Badania dodatkowe są zalecane przed każdym zabiegiem ale nie są niezbędne, gdyż wiąże się to z dodatkowymi kosztami dla właściciela. Czasami gdy sytuacja wymaga natychmiastowego zabiegu można pominąć część badań.",Medyczne-diagnoza,62
"Witam, Przed zabiegiem chirurgicznym u psa powyżej 8 roku życia powinniśmy wykonać badani krwi morfologię i biochemię. Jeżeli pies ma guza listwy mlecznej należy dodatkowo wykonać zdjęcie RTG klatki piersiowej w celu wykluczenia przerzutów do płuc.PozdrawiamAdam Cyniak",Medyczne-diagnoza,39
U starszych psów przed taką operacją należy wykonać przynajmniej podstawowe badanie krwi (morfologia + podstawowa biochemia). Do tego warto wcześniej wykonać RTG klatki piersiowej i jamy brzusznej w celu wykluczenia obecności ewentualnych przerzutów.,Medyczne-diagnoza,33
"Przed każdym zabiegiem chirurgicznym jest zalecane wykonanie badania krwi, by sprawdzić jak funkcjonuje organizm a tym samym jak poradzi sobie ze znieczuleniem. Szczególnie narażone na powikłania pozabiegowe są zwierzęta w starszym wieku, u których każdy zabieg powinien być poprzedzony badaniem klinicznym w tym w szczególności badaniem serca oraz  badaniem krwi.",Medyczne-diagnoza,50
"Dzień dobry,domyślam się, że ma Pani na myśli guz gruczołu mlecznego. Sunia w tym wieku, przed zabiegiem w znieczuleniu ogólnym, powinna mieć wykonane: 1) rozszerzone badanie krwi, przede wszystkim w celu skontrolowania stanu wątroby i nerek  2) badanie echokardiograficzne serca  3) zdjęcie RTG klatki piersiowej w celu wykluczenia obecności zmian przerzutowych na terenie płuc.Guz po wycięciu warto wysłać do badania histopatologicznego. Jednocześnie warto sunię wykastrować, jeśli nie zrobiono tego wcześniej.Pozdrawiam serdecznie!",Medyczne-diagnoza,74
"Witam serdecznie, u zwierząt w starszym wieku oraz u młodszych jeżeli jest to wskazane, warto wykonać podstawowe badanie krwi - informacje które otrzymamy wskażą w jakim stopniu poszczególne narządy wewnętrzne są wydolne i są w stanie zneutralizować podaną narkozę; warto również wykonać badanie kardiologiczne u takiego zwierzęcia w celu wykluczenia wad serca. Pozdrawiam",Medyczne-diagnoza,53
Przed każdą operacją powinny być wykonane podstawowe badania krwi w celu ustalenia jak najbezpieczniejszego sposobu znieczulenia psa. Niestety czasem ze względów finansowych właściciele rezygnują z tych badań .,Medyczne-diagnoza,28
"Powinna Pani powiedzieć o swoich wątpliwościach lekarzowi prowadzącemu. Nie wszystkie lecznice wykonują rutynowo badania krwi przed zabiegami.  Proszę pamiętać, że wiąże się to z dodatkowymi kosztami. Przy starszym pacjencie dobrze jest wykonać morfologię oraz parametry wątrobowe i nerkowe.",Medyczne-diagnoza,38
"Dziś dowiedzieliśmy sie ,ze nasz9 letni York ,,MINI,,-kilodwieście -ma gruczolaka listwy mlecznej.Weterynarz proponyje-Zabieg ,przed badanie krwi i RTG płuc.Guz przy jednej brodawce jest wielkości -ok 2cm i czuc kolejne na listwie mlekowej.Tosia jest ospała .Mam ogromna prośbę-bo juz sami nie wiemy co robić-czy zabieg nie przyspieszy nowotworu,bo czytając opinie w necie mamy wątpliwości .",Medyczne-diagnoza,56
"Dzień dobry, w tej sytuacji radził bym zaufać lekarzowi weterynarii. Guz się rozsiewa skoro już teraz czuć go w różnych miejscach. Jeżeli nie ma przeciwwskazań do zabiegu powinno się pieska operować. Niestety w internecie jest masa informacji i wypowiedzi osób które nie mają wiedzy i kwalifikacji w tym zakresie. Zostawienie takich guzów to proszenie się o kłopoty, bo guz bez interwencji chirurgicznej może dać przerzuty między innymi do płuc. Pozdrawiam.",Medyczne-diagnoza,70
"Proszę również czytać wszystkie skutki uboczne, jak Pani stosuje jakiś lek, to prosta droga do szpitala psychiatrycznego- proszę wybaczyć tak ostry ton, ale skoro lekarz tak dokładnie zalecił leczenie i jeszcze badania przed leczeniem, to trzeba mu zaufać. Można dać dodatkowo lek (suplement weterynaryjny) p/nowotworowy Neoplazmoxan",Medyczne-diagnoza,46
"Proszę zaufać lekarzowi prowadzącemu. Im szybciej się Państwo zdecydujecie na zabieg tym lepiej. Jeżeli w tym momencie można stwierdzić pojawianie się kolejnych zmian, to zwlekanie z decyzją o operacji może źle się skończyć.",Medyczne-diagnoza,33
"Dzień Dobry. Mam podobne doświadczenia po zastosowaniu substancji z żółtego żelu u kota. Moim zdaniem lepiej już przez kilka dni przed wylotem, (a w dniu rejsu podwoić dawkę),  podać środki działające  relsksująco zawierające peptydy lub aminokwasy. Dostępne w każdej lecznicy weterynaryjnej.",Medyczne-diagnoza,41
"Kot przyzwyczaja się do miejsca. Najlepiej jest zostawić koty w domu i poprosić kogoś, żeby je dogladal co kilka dni. Leki uspokajające działają na każde zwierzę inaczej- jak alkohol na ludzi. Trzeba dużo wcześniej przetestować czy lek zaordynowany przez lekarza będzie dobry i jaką podać dawkę, która nawet u tego samego kota może być różna zależnie od chwilowego stanu kota. Polecam nie zabierać kotów w podróż.",Medyczne-diagnoza,66
"Witam, proszę spróbować podać leki o działaniu uspokajającym ale długotrwałym. Np kapsułki które podajemy ok 4-5 dni już przed planowaną sytuacją stresową. Takie preparat należy wypróbować wcześniej, każdy zwierzak reaguje inaczej. Dodatkowo polecam Feliway jako sprawy do transportera. Ten preparat nie powoduje silnej dezorientacji i powinien dobrze się sprawdzić. Pozdrawiam",Medyczne-diagnoza,50
"Dzień dobry, Rodzaj leku uspakajającego oraz dawkę powinniście Państwo dobrać wspólnie z lekarzem weterynarii podczas wizyty lekarskiej. Myślę, że warto przedyskutować podczas takiej wizyty słuszność stosowania silnie działających leków uspakajających, być może wspólnie z lekarzem uda się dobrać lek, który będzie działał skuteczniej i nie powodował tak gwałtownego wybudzenia. Zapraszam na wizytę.",Medyczne-diagnoza,52
"Dzień dobry. Nie każda ciąża u zwierzęcia przechodzi bez komplikacji, dlatego w przypadku wystąpienia powyższych objawów powinna Pani jak najszybciej zgłosić się do lekarza ze zwierzęciem w celu wykonania dodatkowych badań.",Medyczne-diagnoza,31
"Dzień dobry, Przyczyną takiego stanu może być jeszcze jakaś inna choroba towarzysząca, na przykład niewydolnośc nerek. Dlatego należałoby udać się do lekarza i wykonać szersze badania krwi.",Medyczne-diagnoza,27
"Witam, aby prawidłowo pomóc śwince. Należy udać się do lekarza, w celu zrobienia dodatkowych badań takich jak RTG lub USG oraz szczegółowe badanie kliniczne z dokładnym wywiadem. Dopiero na tej podstawie można dobrać prawidłową kontynuacje leczenia.",Medyczne-diagnoza,36
