text,label
"To dla nich Jedni odeszli przez niewydolność systemu, inni z braku środków ochrony osobistej i z przepracowania. ""System właśnie ostatecznie się zawalił."" - mówią lekarze.  Milczący protest rezydentów. Znicze pod największymi szpitalami w całym kraju  ",Niemedyczny
"BOLSZEWICKA ordynarna, brudna hołota, będzie zarażać  się masowo. Może dojść do tego, że zarażeni będę się kłaść pokotem na ulicach przed szpitalami, które nie będą mogły ich przyjąć z braku miejsca, a ciężarówki, to plugawe ścierwo będą wywozić ciężarówkami w nieznane miejsca!",Niemedyczny
"Hit, jutro mam wieczorem wizytę u lekarza z powodu tych zatok, ahahaha pierdole to dzwonienie do przychodni od dzisiaj tylko e-konsultacja Tylko nie wiem czy to tele czy mam tam iść bo przychodnia do 18:30 a ja mam wizytę o 19:15, ale chyba pójdę bo nic nie było napisane o tele",Medyczne-diagnoza
"Umarł prezes firmy,w której pracował mój ojciec.Stenty, chore serce(tzw.towarzyszące) i covid.Kupił respirator do szpitala.Nie pomogło.Wiecie,że nie jestem z sekty ale to  kurwa jest ten wirus.Inna sprawa,że obostrzenia są bez sensu,kto ma złapać ten złapie prędzej czy później.",Medyczne-diagnoza
"Dlaczego lekarze są najlepiej opłacani za nieleczenie pacjentów? Bo to lekarze tworzą swoimi fałszywymi informacjami Psychopandemie . Gdyby ich nie opłacono sowicie, to by nie uczestniczyli w manipulacji mediów i nie straszyli w TV covidowym duchem z odbiorników telewizyjnych.",Niemedyczny
"Widząc, że wszystkie decyzje są podejmowane po linii partyjnej, nie mam wątpliwości, że najpierw osocze pojedzie do członków partii oraz ich znajomych. Dlatego zachęcam do oddania osocza, by  panowało nam w zdrowiu jak najdłużej. Misja obrony Polski jest najważniejsza!",Niemedyczny
Piątek Wszyscy myślą jak uchronić się przed KoronaWirus  ZostańWDomu Oby Bóg pozwolił na szybkie znalezienie lekarstwa ... A skoro o lekarstwie - potrzebne jest również inne - takie na samotność - to też cierpienie! Wszystkich zapewniam o modlitwie!  ,Niemedyczny
",,Że nie może znieść , by tacy wrogowie demokracji ,którzy przed niedawnym czasem strzelali do milicjantów ,chodzili teraz bezkarnie . Co się stało z Dadakiem ,no cóż stwierdzono chorobę psychiczną i zamknięto go w lutym szpitalu na leczenie. Kuracja była na tyle skuteczna ,5/6",Niemedyczny
"Świat zaczyna naciskać na Światową Organizację Zdrowia i rząd Chin aby udostępniono do badań w USA, Wielkiej Brytanii i Francji lekarstwo, które w Chinach i Wietnamie zniwelowało zachorowalność na Covid-19 o 74%. Chiny są nastawione na wysoki  zarobek na tym lekarstwie pod ....",Medyczne
"Mój 34-letni znajomy, przeszedł Cov.-19. Zadzwonił dziś do NFZ, żeby zapytać o koniec kwarant. oraz możliwość oddania osocza... i się dowiedział, że test IGG może wyjść (+) z innego powodu i żeby nie zawracać sobie głowy z tym osoczem, bo nie wiadomo, czy to w ogóle był Covid.",Medyczne-diagnoza
"Dawcami osocza mogą być osoby, u których minęło 28 dni od zakończenia występowania objawów, a od zakończenia izolacji - 18 dni (w przypadku osób, które przeszły zakażenie w sposób bezobjawowy). Wiek dawców zamyka się w granicach od 18. do 65. roku życia  ",Medyczne
"PO postanowiła zrobić czarną księgę 5 lat rządów pis. Teraz,gdy tematem najb. dotykającym Polaków jest lista zaniedbań pis w pandemii,od masek,przez interesy ex ministra zdrowia na respiratorach,brak osocza,tlenu, łóżek,szopkę na Narodowym,po odrzucenie środków pomocowych z UE.",Niemedyczny
"Szczepionka przeciwtężcowa jako środek poronny ? Tak, od 1976 r., kiedy to toksoid tężcowy połączono z ludzką gonadotropiną kosmówkową (hCG) = układ odpornościowy atakował hormony ciążowe. Trwają prace nad bardziej skutecznymi szczepionkami poronnymi...  ",Medyczne
"CZYŻ NIE DOBIJA SIĘ KONI?  Pomimo rozwijania szczepionki przeciwko grypie od 70 lat jej skuteczność oscyluje w granicach 50%, a po zaledwie ośmiu miesiącach pracy nad szczepionką przeciw COVID-19 jej skuteczność wynosi 90%...  No tylko się wszczepiać...  ",Medyczne
noszenie maski was chroni mowia wam agenci obcych wywiadow zwani politykami. Maja dla was lekarstwa mowia wam ale zwalniaja z odpowiedzialnosci karnej za wszelkie szkody tym co je podadza.. w skrocie politycy mowia wam: wybijajcie sie i placcie nam kaske. Jestesmy super nierzad,Niemedyczny
" Lekarz odpowie za śmierć pacjenta w Sosnowcu.  Zarzuty prokuratury mają związek ze śmiercią 39-letniego pacjenta w tej placówce w marcu ubiegłego roku. Mężczyzna przez dziewięć godzin czekał na pomoc. Nie otrzymał jej na czas, a w efekcie tego zmarł.  ",Niemedyczny
"Zenon Plech i Diego Maradona odeszli dzisiaj. Działali mocno na moją wyobraźnię w pewnym momencie. Tego, jak wielki był Diego na boisku, nie da się opowiedzieć, trzeba było przeżyć. Najbardziej imponowało, jak w dobie gry brutalnej radził sobie z polowaniem na kości. Żegnajcie!",Niemedyczny
"Katolickiej prawicy nigdy nie podobały się idee rewolucji francuskiej, zniesienie niewolnictwa, prawa kobiet i prawa dzieci. Bohatersko opierała się kanalizacji, szczepionkom, wiatrakom i in-vitro. Kiedyś odczłowieczała Żydów, teraz uchodźców i LGBT.   Życie z wiecznym wrogiem.",Niemedyczny
"Od rajskiego ogrodu, do tego wczorajszego Bóg marzył o jednym lekarstwie na brak jedności i podział serca człowieka, między ludźmi, między nimi a Nim. Tym lekarstwem jest Komunia, nie ma innego lekarstwa na brak jedności. Bóg zapragnął zjednoczyć się z człowiekiem w Eucharystii",Niemedyczny
"Nie chodze w masce-nieodpowiedzialny pojebie, zarażasz, mandat 200 tys z sanepida!   Chodzę w masce- jesteś niewolnikiem, nic Cie nie chroni przygłupie, bil gejts Cie wykastruje szczepionkom.   Ja was wszystkich lubię, ale serio ja mam paskudny ryj i po pandemii tez bede nosił.",Niemedyczny
"Koktajl przeciwciał monoklonalnych przeciwko wirusowi SARSCoV2 (REGENERON -lek, który otrzymał prezydent Trump) nieskuteczny u pacjentów na wysokokprzepływowej tlenoterapii lub mechanicznej wentylacji. Badnie REGN-COV2 wstrzymane w tej grupie chorych.   ",Medyczne
No trzeba to złożyć w jedną całość film o którym mówiłam serial jest to goście kosmitka no ja która stoi może za kośćmi telewizji albo może jej na złość robią tymi gośćmi trzeba zobaczyć od momentu kiedy byli złośliwy Boże jakie to jest piękne wszyscy na idiotow wychodzę piękne,Niemedyczny
Przeglądam profile tzw prawego TT i jestem pod wrażeniem szczelności bąbla informacyjnego w którym PiS trzyma część mieszkańców Polski. Zero faktów nt. epidemii koronawiruswPolsce jeśli już to przekaz rządowy o złych lekarzach i ludziach co zarażają nie nosząc masek. covidー19,Niemedyczny
"  i pytanie: które są w przychodniach zdrowia, które będą działały w transporcie? czy tych mocno zamrażających jest lub da się kupić wystarczająco dużo? odwalę kupę roboty, ale spróbuję się dowiedzieć. w NFZ napisano wiedzą   boska beztroska  ",Niemedyczny
"Poprosze straz Miejska o zidentyfikowanie radiowozu i zabezpieczenie monitoringu czy mialam opatrunek na otwartej ranie,ktorej lekarz wogole nie opisal czy nie. Sprawe karna na pewno wniose przeciw Szpitalowi i lekarzowi Tylko idiota moze nie udzielic pomocy i sklamac w wypisie",Medyczne-diagnoza
"Też nie rozumiem, a oni nie wiedzą/nie rozumieją, że te testy są wysoce niewiarygodne. Zatem grają w rosyjską ruletkę, gdzie stawką jest poddanie się kwarantannie lub szpitalowi gdzie prędzej nabawią się czegoś złego niż wyleczą - o ile będą leczeni. Napędzają lipne statystyki.",Medyczne
"Drodzy parlamentarzyści z obydwu stron sporu politycznego z regionu legnicko-jeleniogórskiego ,,, ,, ,czy można się przyjrzeć sprawie i pomóc szpitalowi i wojewodzie wypracować jak najlepsze rozwiązanie?",Niemedyczny
"Dzięki pracom w Sindos, gdzie znaleziono dobrze zachowane warstwy stratygraficzne wraz z kośćmi zwierząt udało się wykorzystać datowanie o wysokiej rozdzielczości. Okazało się, że wydarzenia ze wspomnianego okresu należy przesunąć w czasie o 50–150 lat.  ",Niemedyczny
"Bloomberg przygotował ranking krajów, w których najlepiej być w trakcie pandemii koronawirusa, biorąc pod uwagę jej przebieg, służbę zdrowia, dostęp do szczepionek itd.  Polska jest 44. z 53. - przed Francją, Belgią, Czechami, ale za większością Europy.  ",Niemedyczny
"przez prawie dwa tyg lezalam w domu chora z covidem. Mialam prawie wszystkie objawy oprocz tej najpopularniejszej z wechem i smakiem, ale byla goraczka, bol w klatce piersiowej, lamanie kosci, bol miesni itp. Myslalam, ze juz wszystko bedzie spoko w weekend, az nagle stracilam+",Medyczne-diagnoza
"Ceny 19,5 USD za dawkę szczepionki Pfizer i 25–37 USD za Moderne oznaczają 39 USD i 50–74 USD na osobę.( Jedna osoba wymaga dwóch dawek szczepionek). Cena Sputnika V będzie znacznie niższa- rosyjskie media... Ciekawe na ile Rosja, wyceni swoje placebo, zwane Sputnik V? 1-2 USD?",Niemedyczny
W tv leciało Alita Battle Angel i to mi sb tak dziwnie oglądało (wsm tata to włączył to oglądałam do kolacji XDD) jakby czułam w kościach że to musi mieć jakieś mangowe podłoże  I ogólnie to było takie dziwne I przewidywalne tylko ta końcówka ofc zapowiada kolejną część filmu ,Niemedyczny
"  Może warto z kimś porozmawiać np. w RNŚ o naszych przyszłych lekarzach (niegłupich studentach medycyny), powszechnie  kradnących testy z   'kowidowych' serwerów UM, w przeciwieństwie do ich (nie bardzo madrych) studentów anglo? (Pytam dla kolegi-prof. Szumowskiego).",Niemedyczny
"Tym, którym umknęło, przypominam się z rozmową z .   Mówimy (niestety) o wirusie, który spowodował odwołanie wczorajszego meczu  i dopadł samego Deana, ale też o grze w Kielcach, słoweńskim szkoleniu czy przyjaźni z Dimą Żytnikowem.      ",Niemedyczny
"W TVPiS INFO już narracja ; Jeszcze nie wszystko stracone, jeszcze miliony na batalię sądową, wybory sfałszowane, świętowanie zwolenników Bidena przedwczesne, to polityka faktów dokonanych. Na razie ""eksperty-doktory"", czekam na wycie politykierów PiS   ",Niemedyczny
"1/ 2 Konieczna korekta strategii leczenia w kierunku nie tyle switcha z lecnictwa zamkn. (SZPITAL) na otwarte (POZ / AOS) co zespoły mobilne. Przykładem mogą być: ""covidowe zespoły wyjazdowe"" proponowane przez , udzielanie świadczeń de modo ""dentobus"" ",Niemedyczny
"Próbuję ściągnąć do Polski syna, który przeziębił się grając w siatkę. Ponieważ z kaszlem nie może wsiąść do samolotu, kazałam mu zrobić test na covid. Dzisiaj NHS mówi, że ZGUBIŁ WYNIK(!!!) i jeżeli syn ma wciąż symptomy to powinien zrobić nowy test. Młody od małego choruje na",Medyczne-diagnoza
"Znajoma z koleżankami umówiła się na weekend w Amsterdamie. Nie pojechała, bo nie miała z kim zostawić dziecka. Koleżanki wróciły. Jedna rano nie czuła perfum, którymi się spryskała, a w nocy prawie umarła od duszącego kaszlu, druga ma gorączkę. Obie poszły do pracy. CarpeDiem",Medyczne-diagnoza
"Otrzymałeś pozytywny wynik testu na COVID-19 i zastanawiasz się co dalej? Pozostań w domu, obserwuj swoje samopoczucie, bądź w kontakcie z lekarzem rodzinnym.  Jak będzie wyglądała Twoja izolacja? O czym powinieneś wiedzieć?    ",Medyczne
"Rzeczywiście ,jak sie rąbneło 92 miliony,to jak trzeba oddać i jescze siedzieć,to lepiej dostać zawał,po zażyciu garści tabletek w ŁAZIENCE.Dobrze że nie miał tam pistoletu.Ludzie pozawałach i rakach siedząwe we więzinnych szpitalach.Ciekawe pewnie Giertych poprosi o obronę PE.",Niejednoznaczny
"DZIEŃ DOBRY..7:52,czas wstawać,za oknem słonce przy otwartym oknie..brr!,panie domu jeszcze śpią,syn pojechał do pracy na zm I,AKITA po rannym spacerku zwinięta w kłębek śpi,ja już po śniadaniu i lekarstwach,zaraz kawa a TVN 24..COVID-19..się rozpędza a rząd się w bólu tworzy .",Niemedyczny
"18:00..na stał czas odpoczynku,już po kolacji,lekarstwach i kąpieli,zaczął się program TAK JEST i oczywiści p.BORTNICZUK [PiS],nie,to ponad moje siły,przełączam się na ..KIEPSKICH..[SERIAL] jak mam się śmiać to z czegoś naprawdę zabawnego,do jutra kochani,spokojnego odpoczynku.",Niemedyczny
"i cholera jestem zmęczona, to pewnie dlatego, że jestem dopiero co po grypo-anginie i nadal mam katar i kaszel, możliwe, że ja się dobrze czuje, ale mój organizm niekoniecznie. Nie wiem po co to piszę, ale nudzi mi się i jestem naprawdę bardzo zmęczona i zasmucona, że nie mogę+",Medyczne-diagnoza
"GERDA GANZER - BEZWZGLĘDNA ""POŁOŻNA"" z Ravensbrück Niemiecka zbrodniarka wojenna. Pracowała z lekarzem Rolfem Rosenthal.  Wspólnie eksperymentowali na więźniarkach obozu. Także niemowlęta trafiały w jej ręce. Wszystkie dusiła. Skazana na śmierć w 1948. Rok później uniewinniona.",Niemedyczny
"Prof.  z Uniwersytetu Jagiellońskiego w PR24 o szczepionce na COVID19: musimy poczekać na decyzję Europejskiej Agencji Leków, która oceni, czy dane podawane przez producentów są wiarygodne. Gdy to się potwierdzi, będzie można mówić o powrocie do świata sprzed pandemii.",Niemedyczny
"dzieci sikają jest wirus, 5 lat chodziłem na  basen aż  pewnego dnia w nocy zacząłem   dostawać ataki  kaszlu,  stary lekarz  wojskowy,  zadał  mi jedno  pytanie  czy  chodzę  na  basen, mowie  tak to zaprzestań  jakaś   bateria    od  moczu  dzieci z tego  basenu  cię  atakuje",Medyczne-diagnoza
Dzięki wynalezieniu określenia choroby bezobjawowej będzie można nas przepychać z jednej pandemii w kolejną. Bez końca. A dla naprawdę niepokornych powróci schizofrenia bezobjawowa. Na wszystkie dolegliwości zamiast lekarstw otrzymamy obowiązkowe szczepionki. Witam w koszmarze.,Medyczne
"Pragnę zauważyć ,że wg danych GUS w zakładce zgony od 2000 do 2020 od momentu zainicjowania pandemii zgonów jest mniej. 2019-2020 grypa (koronawirus) była dużo mniej szkodliwa niż w roku 2016. To jest plandemia na szczeblach antypolskiej władzy , która się sprzedała.RzadPodSad",Medyczne
Bild: Rummenigge osobiście próbował dopiąć transfer Perisica. Kością niezgody były zarobki Chorwata (około 11 mln € rocznie) oraz kwota wykupu (15 mln €).  Dla Bayernu cały pakiet transferowy był zbyt wysoki jak na 31-letniego rezerwowego. Dlatego klub wycofał się z negocjacji.,Niemedyczny
"Nie da się w 6 mcy nie przygotować państwa do walki z pandemią, wyrzucić setek milionów na bezużyteczny sprzęt, zawalić dostawy lekarstw i szczepionek, korzystać z usług znajomych i koleżków bez przetargów i nie ponieść odpowiedzialności.  A Szumowski na to: - Poczimej mi piwo.",Niemedyczny
"O tym, jak dobrze radzi sobie Raków Częstochowa i jak widzą, analizują go rywale. Czy przygotowanie się na mecz z nimi to najtrudniejsza, czy najłatwiejsza kwestia? Także w liczbach o elastyczności drużyny Marka Papszuna. Tekst:    ",Niemedyczny
"Raków ze spadkowiczami w ubiegłym sezonie zdobył 10 na 27 możliwych do ugrania punktów. W tym sezonie z dołem tabeli wygląda o wiele lepiej, już teraz zbierając 10 punktów z Podbeskidziem, Stalą, Wisłą Kraków i Wisłą Płock.   Jak będzie z Wartą Poznań?   ",Niemedyczny
"[No, nie! Nie może być! Śnię chyba! Ze śmiechu zajady mi popękały ] Białoruś jest gotowa pomóc Polsce w leczeniu chorych na Covid-19 – zadeklarował w piątek Alaksandr Łukaszenka, odwiedzając szpital w Mińsku. Jego wypowiedź przytoczyła agencja BielTA  ",Niemedyczny
"Szpital tzw Narodowy najchętniej przyjmie chorych na płuca i oskrzela, tak lekko, takich którzy normalnie to w zeszłym roku kiblowaliby o tej porze w analogicznej syt. na L-4 w domu. Przyjmie chętnie, bo to łatwy pacjent, byle tylko miał plusa.  Zaproponuje mu się tlen z maski.",Medyczne
"Leczenie kaszlu Olejek z oregano jest skutecznym lekiem na kaszel, ponieważ łączy w sobie właściwości przeciwbakteryjne oraz wykrztuśne. Inhalacja sporządzona z kilku kropel płynu rozpuszczonych w gorącej wodzie pomoże uporać się nawet z silnym kaszlem.  ",Medyczne
"""Nam, kościom oczekującym na ożywienie w dolinie Jozafata, pozostaje powiedzieć jak Ezechiel: &lt;&lt;Boże, Ty to wiesz&gt;&gt;. I Jak Piotr nad Jeziorem Galilejskim: &lt;&lt;Panie, Ty wszystko wiesz&gt;&gt;... Tylko tyle, by martwe kości ożyły""... (ks. Włodzimierz Lewandowski)",Niemedyczny
a ten pielegniarz lmao to niech pan to powie lekarzowi i wejdzie bez kolejki a ten że nie no on jak uczciwy człowiek chce poczekać no ale powinni tej kolejki pilnować bo ludzie tak robią że się wpychaja a on 40 l krwi oddał a tak czeka i on szpik oddał no i tYm ratownikiem jest,Niemedyczny
"Drażni nas pierdolenie, brutalne zdjęcia nieodpowiednie dla dzieci pokazywane w miejscach publicznych i darcie mordy pod szpitalami ginekologicznymi gdzie kobiety przeżywają czasem trudne chwilę np po stracie dziecka. Absolutnie nie drazni mojego sumienia, ale za to dowodzi, że",Niemedyczny
"i dokładnie tam ślad twojego krzyża pojawił się na piasku, a ten drugi tuż przy nim, to Ja z moim Krzyżem. Brudny i spocony, z poranioną twarzą i ociekającymi krwią plecami, jak nędzarz ostani w potarganych łachmanach zszedłem wtedy z mojej Drogi Krzyżowej i stanąłem tak blisko",Niemedyczny
"Cudzoziemcy będący lekarzami, lek. dentystami, a także pielęgniarki i rat. medyczni oraz spec. z branży IT będą mogli podejmować pracę w PL bez zezwolenia. Projekt rozporządzenia w tej sprawie został przygotowany przez  i jest konsultowany.  ",Niemedyczny
Świra-sars/cov/2 już dawno nie ma. Są już nowe modele wirusów. C19 jest już po liftingu. Co znajdują testy Bandy farmaceutów?Czym nas straszą w mediach od rana do wieczora?  Wirus słynnego covidu wrócił tam skąd niby przyszedł- wrócił do biura agentów służb chińskich komunistów,Medyczne
"Lunie ""niedzielny"" wet dał ciężką armię leków, nawet nie robiąc prostej morf+biochemii. Następnego dnia dostała już u ""naszych"" kroplówkę, bo była odwodniona + badania krwi na miejscu. Za połowę tego, co bierze ""niedzielny"" z supr kliniką. I karmę na wrażliwy przewód pokarmowy.",Medyczne
W najnowszym odcinku Tymczasem w Absurdystanie: - duma narodowa lekarstwem na Koronawirus - epidemia polepsza sytuację finansową Polaków - Polacy wreszcie wstają z kolan (i wychodzą z kościołów).   Zapraszam do lektury:  PL:   EN:  ,Niemedyczny
"Szpitale przyjmują dary od ludzi, bo nie mają podstawowego wyposażenia, a rząd rżnie mocarstwo gospodarcze i udaje, że gardzi nowym budżetem UE i środkami pomocowymi z tytułu COCID-19. Tylko po to, by dalej mógł naruszać praworządność i prowadzić walki frakcyjne wew. ZP. Hańba!",Niemedyczny
"Studenci i naukowcy z , we współpracy z lekarzami i fizjoterapeutami, opracowali system nawigacji dla pieszych niedowidzących, z wykorzystaniem wibroaktywnego sprzężenia zwrotnego na szyi. innowacjePŁ naukaPŁ    ",Medyczne
"""To, że mamy tak dramatyczną sytuację w Polsce jest efektem wieloletniej, totalnej wojny pisu z lekarzami""  Izabela Leszczyna knł Deprecjonowanie i podważanie autorytetu lekarza trwa nadal, wprowadzenie żołnierzy do szpitali w celu pilnowania ""ukrytych"" łóżek jest tego dowodem",Niemedyczny
"Żeby nie było tak miło. Od 12.00 czekam na telefon od lekarza. Po 2godz. udało mi się połączyć z przychodnią. Pani recepcjonistka poinformowała mnie, że muszę czekać, bo lekarz nie ma w gabinecie telefonu. Zaraz. To co robi lekarz udzielający teleporad w gabinecie bez telefonu?",Niemedyczny
"Koniecznie obejrzyjcie najnowszą wypowiedź  dla , w której wyjaśnia, że wielu pacjentów skierowanych na oddział covidowy NIE MA COVID. Absurdalna strategia realizowana przez rząd ZABIJA! Trzeba natychmiast odblokować szpitale!  ",Niemedyczny
" albo nie wie pan o czym pan mówi, albo szmaci się pan z powodów politycznych. Jedno i drugie nie przynosi panu raczej splendoru, jest pan obrzydliwym politrukiem. Tak świetnie jest w Polsce? Kasa z UE nam nie potrzebna? Powie pan to medykom i chorym w szpitalach!",Niemedyczny
"Powiem Wam na koniec, że narzekacie na częstą emisję filmu ""Znachor"". Wiadomo, że co za dużo to niezdrowo. Ale szczerze polecam książkę o tym samym tytule, a także jej kontynuację pt. "" Profesor Wilczur"", przedstawiającą dalsze losy bohatera, o których z filmu się nie dowiecie.",Niemedyczny
"Dowodem na to, że wymiar spr. wymaga reformy od dawna jest sprawa znachora wiejskiego nazwiskiem Kosiba. Ze 20 ludzi za nim świadczyło, a dostał 3 lata, a to przez że prokurator na niego strasznie nastawał. Teraz to trzeba lepszych adwokatów wziąć - za większe pieniądze znaczy.",Niemedyczny
"No to juz wiemy, jakich wirusow bedzie dotyczyla kolejna pandemia. Prof. Drosten (ten, ktory wprowadzil testy na sars-cov-2 i jedyny doradca Merkel) oglosil, ze gdy ta pandemia sie skonczy, wraca do laboratorium badac wirusy MERS, bo w nich widzi kandydata do kolejnej pandemii.",Medyczne
"Kurde, jak tak na siebie teraz patrzę to strasznie wyszczuplałam.  Prawie 3 tygodnie choruję, ale nie tak cały czas. Jeden dzień mam gorączkę, w drugi mam katar a w trzeci kaszlę.  Mało przez to jem + praktykuje jogę. Jak tak dalej pójdzie to zejdę do mojej wymarzonej wagi ",Medyczne-diagnoza
"2.""Pedofilów jest więcej w innych środowiskach (...) To jest forma rasizmu""   Oko twierdzi też: ""Jeżeli mówimy o ateizmie, to trzeba pamiętać, że do największych zbrodniarzy w dziejach należą ateiści""  Oko chętnie zapomina o inkwizycji, eksterminacji Indian, katarów, krucjatach",Niemedyczny
"Do szpitali na Mazowszu planowane jest dostarczenie blisko 740 respiratorów dla pacjentów z C-19 - podał w czwartek woj. maz. Konstanty Radziwiłł. Obecnie dla chorych na COVID-19 na Mazowszu przeznaczono ponad 400 urządzeń, z czego 70 pozostaje wolnych.  ",Niemedyczny
"oddelegowania tzw,białego personelu poprzez Wojewodę kiedy w systemie Ochrony Zdrowia każda placówka ma innego właściciela Minister może nakazać tylko szpitalom/klinki/ bo Mu podlegają  Tu bym szukała przyczyn tak samo lekarze rodzinni też by mogli jako ochotnicy ale czy właści",Niemedyczny
"Słyszę, że odsetek dodatnich wyników testów na COVID19 w moim powiecie przekroczył w ubiegłym tygodniu 80% W tej sytuacji nie dziwi, że mobilny punkt pobrań zamknięto do 16 listopada. A przecież mogli dać lekarzom po pinćset, toby se dali spokój z tymi skierowaniami na test ",Medyczne
"Wirusy chorób grypopodobnych są. Jest ich setki typów. Nie ma żadnych nieznanych wcześniej  wirusów.Nie ma powodu wyróżniać te koronawirusy na które są Bublotesty, ponieważ oznaczenie typu wirusa nie wpływa na leczenie. Testy to tylko narzędzie do szerzenia Paniki wirusowej .",Medyczne
"Adam Bodnar chce, by szczepionka na koronawirusa była obowiązkowa ! ? STOP ?!  A jakie są skutki uboczne ?  Dlaczego w Korei Płd. zmarło kilkadziesiąt osób testujących szczepionkę ? Nie zgadzam się na obowiązkową szczepionkę dopóki pan tego nie wyjaśni!  ",Niemedyczny
"Regularne kontrole zwiększają  szansę na wyleczenie z choroby nowotworowej   Istnieje szereg badań przesiewowych, które można  wykonywać, bo umożliwiają wczesne wykrycie nieprawidłowości. A wczesne wykrycie nowotworu zwiększa szansę na powodzenie terapii.",Medyczne
"Koszykarskie środowisko już nieraz pokazało swoją moc - teraz, drodzy kibice, znowu liczymy na Waszą siłę!  Kacper Teszner z Włocławka to 10-latek, który zmaga się z nowotworem złośliwym szyszynki.  Chłopiec walczy, ale prawdziwą szansą... 1/4 plkpl  ",Niemedyczny
"Jestem z rodziny policyjnej. Mało tego - ja jestem z policyjnego miasta.   W Szczytnie policyjny był klub piłkarski, basen, przedszkole, a nawet przychodnia.  Policja była wszędzie i wg. mnie zwykle po tej dobrej stronie. A teraz? Nie da się jej bronić.  ",Niemedyczny
Czy znacie jakąkolwiek partię która zrobi dobrze: - przedsiębiorcom - rolnikom - nauczycielom - sędziom - lekarzom - wojsku i policji - zwykłemu Kowalskiemu i emerytom - ekologom - lewactwu - prawym ludziom i Kościołowi - Zachodowi - Rosji ??? A tego oczekują od PiS. BEZ SZANS.,Niemedyczny
"Wiele z obietnic kampanijnych zdaje mi się powstawać w gorączce, biegu, wyborczym busiku, bez liczenia, rozważania, dyskusji. Kandydat je gdzieś tam szybko ogłasza i rusza dalej. A potem zostaje prezydentem/premierem/posłem i musi się tłumaczyć dlaczego nie robi tego co obiecał",Niemedyczny
"Pani  jest zwolenniczką leczenia covid19, nowotworów, zawałów, udarów etc. twórczością Zenka i Pietrzaka sowicie okraszoną ściekiem śmierdzącej propagandy . No, to życzę tej pani, jak już wirus dopadnie żeby zamiast tlenu podali jej ""majteczki w kropeczki""",Niemedyczny
". Czy istnieje więź ukryta między śmiercią Pięciu Braci a Polską niepodległością – pyta pod Andrzej Nowak. I można pokusić się o odpowiedz, że nasza cała Polska na naszym terenie terytorialnym i tam gdzie walczył Polski żołnierz jest okupiona krwią począwszy od tych pierwszych,",Niemedyczny
Klich to wasze ręce ciała i umysły ociekają krwią ofiar covidu to wy z waszą kurewską koleżanką Martą spacerowaliście jakby nie było wirusa po Warszawie i setkach innych miast nie my ale ty gnido platformerska z waszym zawszonym przewodniczącym robiąc sobie selfi jesteś ohydny,Niemedyczny
"Duda podpisał nowelizację, wg której tylko medycy skierowani do walki z pandemią przez wojewodę dostaną 100-proc. dodatek. Ten sam Duda lekką rączką przekazał 2 miliardy złotych na partyjną szczujnię, w której lekarzy mieszało się z błotem. To jest naprawdę moralnie odrażające.",Niemedyczny
"Od małego pamiętam jak mówiono mi, żebym zasłaniał usta jak kicham czy kaszle oraz żebym mył ręce po powrocie do domu. Przy okazji pandemii niektórzy dopiero zaczeli stosować tą mądrość. Higiena W PL mamy firmy, które moga pomóc w zwalczaniu Covid19. Wystarczy się rozglądnąć.",Medyczne
"Tym, którzy ją otrzymywali do tej pory bezproblemowo. Osobom po wypadkach, po powikłanych operacjach, z nowotworami, brak anestezjologa do cięcia itd. Bo objawowy ciężki COVID19 przejada te zasoby.  Dlatego jest tyle obostrzeń i strachu do czasu skutecznej szczepionki lub leku.",Medyczne
" Szpital w Białej w województwie opolskim nie posiada leków na covid 19 -veklury (rendesivir), są w szpitalach w Opolu i w Nysie ale ponoć leków się nie przekazuje. Transportują pacjenta. To jest chyba cos nie tak! Tam leży kobieta po udarze z zapaleniem płuc covid",Medyczne
"Zakładając zwykłą tanią maseczkę na twarz przeciwko wirusom nie oczekuj ochrony przed nimi, bo to tak, jakbyś zawiesił nad łóżkiem sieć na ryby z oczkiem 5x5 cm, jako moskitierę przeciwko komarom. Maseczka ma tak duże pory, że liczony w nanometrach wirus przelatuje jak chce. ",Medyczne
"To brzmi jak:  - Szczepcie się idioci, mam gdzieś, co was potem spotka w związku z tym. Możecie mi później naskoczyć! Żadna tzw szczepionka nie przeszła niezbędnej procedury medycznej, by mogła zostać zakwalifikowana i rozpowszechniana. Tworzy się za to MIT o ich SKUTECZNOŚCI",Niemedyczny
"Dzień dobry panie prezydencie Duda. Tak się cieszę, że się wypłaszcza. Znajoma z warzywniaka dzwoniła. Kolejka, jak cholera, wszyscy stoją po jabłka. Pan podziękuję doktorowi z wykształcenia, za poradę, by jeść jabłka. Plotki mówią, że Noblistą zostanie w dziedzinie medycyny. ",Niemedyczny
"Wszyscy wiemy, że profilaktyka wyjdzie nam na zdrowie. Dlatego w ING Polska nie tylko budujemy świadomość w zakresie wczesnej diagnostyki, ale i świadomie działamy. W ŚwiatowyDzieńOnkologii szczególnie chcemy zwrócić uwagę na walkę z nowotworami. To...  ",Medyczne
