,text,label
1031,"18:00..na stał czas odpoczynku,już po kolacji,lekarstwach i kąpieli,zaczął się program TAK JEST i oczywiści p.BORTNICZUK [PiS],nie,to ponad moje siły,przełączam się na ..KIEPSKICH..[SERIAL] jak mam się śmiać to z czegoś naprawdę zabawnego,do jutra kochani,spokojnego odpoczynku.",Niemedyczny
1032,"i cholera jestem zmęczona, to pewnie dlatego, że jestem dopiero co po grypo-anginie i nadal mam katar i kaszel, możliwe, że ja się dobrze czuje, ale mój organizm niekoniecznie. Nie wiem po co to piszę, ale nudzi mi się i jestem naprawdę bardzo zmęczona i zasmucona, że nie mogę+",Medyczne-diagnoza
1033,"GERDA GANZER - BEZWZGLĘDNA ""POŁOŻNA"" z Ravensbrück Niemiecka zbrodniarka wojenna. Pracowała z lekarzem Rolfem Rosenthal.  Wspólnie eksperymentowali na więźniarkach obozu. Także niemowlęta trafiały w jej ręce. Wszystkie dusiła. Skazana na śmierć w 1948. Rok później uniewinniona.",Niemedyczny
1034,"Prof. @k_pyrc z Uniwersytetu Jagiellońskiego w #PR24 o szczepionce na #COVID19: musimy poczekać na decyzję Europejskiej Agencji Leków, która oceni, czy dane podawane przez producentów są wiarygodne. Gdy to się potwierdzi, będzie można mówić o powrocie do świata sprzed pandemii.",Niemedyczny
1035,"dzieci sikają jest wirus, 5 lat chodziłem na  basen aż  pewnego dnia w nocy zacząłem   dostawać ataki  kaszlu,  stary lekarz  wojskowy,  zadał  mi jedno  pytanie  czy  chodzę  na  basen, mowie  tak to zaprzestań  jakaś   bateria    od  moczu  dzieci z tego  basenu  cię  atakuje",Medyczne-diagnoza
1036,Dzięki wynalezieniu określenia choroby bezobjawowej będzie można nas przepychać z jednej pandemii w kolejną. Bez końca. A dla naprawdę niepokornych powróci schizofrenia bezobjawowa. Na wszystkie dolegliwości zamiast lekarstw otrzymamy obowiązkowe szczepionki. Witam w koszmarze.,Medyczne
1037,"Pragnę zauważyć ,że wg danych GUS w zakładce zgony od 2000 do 2020 od momentu zainicjowania pandemii zgonów jest mniej. 2019-2020 grypa (koronawirus) była dużo mniej szkodliwa niż w roku 2016. To jest plandemia na szczeblach antypolskiej władzy , która się sprzedała.#RzadPodSad",Medyczne
1038,Bild: Rummenigge osobiście próbował dopiąć transfer Perisica. Kością niezgody były zarobki Chorwata (około 11 mln € rocznie) oraz kwota wykupu (15 mln €).  Dla Bayernu cały pakiet transferowy był zbyt wysoki jak na 31-letniego rezerwowego. Dlatego klub wycofał się z negocjacji.,Niemedyczny
1039,"Nie da się w 6 mcy nie przygotować państwa do walki z pandemią, wyrzucić setek milionów na bezużyteczny sprzęt, zawalić dostawy lekarstw i szczepionek, korzystać z usług znajomych i koleżków bez przetargów i nie ponieść odpowiedzialności.  A Szumowski na to: - Poczimej mi piwo.",Niemedyczny
1040,"O tym, jak dobrze radzi sobie Raków Częstochowa i jak widzą, analizują go rywale. Czy przygotowanie się na mecz z nimi to najtrudniejsza, czy najłatwiejsza kwestia? Także w liczbach o elastyczności drużyny Marka Papszuna. Tekst:  https://t.co/39tkJ17H8E  https://t.co/uSVhyQ5fT9",Niemedyczny
1041,"Raków ze spadkowiczami w ubiegłym sezonie zdobył 10 na 27 możliwych do ugrania punktów. W tym sezonie z dołem tabeli wygląda o wiele lepiej, już teraz zbierając 10 punktów z Podbeskidziem, Stalą, Wisłą Kraków i Wisłą Płock.   Jak będzie z Wartą Poznań?   https://t.co/v2yU34u395",Niemedyczny
1043,"[No, nie! Nie może być! Śnię chyba! Ze śmiechu zajady mi popękały 🤣🤣🤣] Białoruś jest gotowa pomóc Polsce w leczeniu chorych na Covid-19 – zadeklarował w piątek Alaksandr Łukaszenka, odwiedzając szpital w Mińsku. Jego wypowiedź przytoczyła agencja BielTA  https://t.co/CfsGrOOwoV",Niemedyczny
1044,"Szpital tzw Narodowy najchętniej przyjmie chorych na płuca i oskrzela, tak lekko, takich którzy normalnie to w zeszłym roku kiblowaliby o tej porze w analogicznej syt. na L-4 w domu. Przyjmie chętnie, bo to łatwy pacjent, byle tylko miał plusa.  Zaproponuje mu się tlen z maski.",Medyczne
1045,"Leczenie kaszlu Olejek z oregano jest skutecznym lekiem na kaszel, ponieważ łączy w sobie właściwości przeciwbakteryjne oraz wykrztuśne. Inhalacja sporządzona z kilku kropel płynu rozpuszczonych w gorącej wodzie pomoże uporać się nawet z silnym kaszlem.  https://t.co/nzT9KYwAat",Medyczne
1046,"""Nam, kościom oczekującym na ożywienie w dolinie Jozafata, pozostaje powiedzieć jak Ezechiel: &lt;&lt;Boże, Ty to wiesz&gt;&gt;. I Jak Piotr nad Jeziorem Galilejskim: &lt;&lt;Panie, Ty wszystko wiesz&gt;&gt;... Tylko tyle, by martwe kości ożyły""... (ks. Włodzimierz Lewandowski)",Niemedyczny
1048,a ten pielegniarz lmao to niech pan to powie lekarzowi i wejdzie bez kolejki a ten że nie no on jak uczciwy człowiek chce poczekać no ale powinni tej kolejki pilnować bo ludzie tak robią że się wpychaja a on 40 l krwi oddał a tak czeka i on szpik oddał no i tYm ratownikiem jest,Niemedyczny
1049,"Drażni nas pierdolenie, brutalne zdjęcia nieodpowiednie dla dzieci pokazywane w miejscach publicznych i darcie mordy pod szpitalami ginekologicznymi gdzie kobiety przeżywają czasem trudne chwilę np po stracie dziecka. Absolutnie nie drazni mojego sumienia, ale za to dowodzi, że",Niemedyczny
1051,"i dokładnie tam ślad twojego krzyża pojawił się na piasku, a ten drugi tuż przy nim, to Ja z moim Krzyżem. Brudny i spocony, z poranioną twarzą i ociekającymi krwią plecami, jak nędzarz ostani w potarganych łachmanach zszedłem wtedy z mojej Drogi Krzyżowej i stanąłem tak blisko",Niemedyczny
1052,"Cudzoziemcy będący lekarzami, lek. dentystami, a także pielęgniarki i rat. medyczni oraz spec. z branży IT będą mogli podejmować pracę w PL bez zezwolenia. Projekt rozporządzenia w tej sprawie został przygotowany przez @MRPiT_GOV_PL i jest konsultowany.  https://t.co/XmS2bFaHoQ",Niemedyczny
1053,Świra-sars/cov/2 już dawno nie ma. Są już nowe modele wirusów. C19 jest już po liftingu. Co znajdują testy Bandy farmaceutów?Czym nas straszą w mediach od rana do wieczora?  Wirus słynnego covidu wrócił tam skąd niby przyszedł- wrócił do biura agentów służb chińskich komunistów,Medyczne
1054,"Lunie ""niedzielny"" wet dał ciężką armię leków, nawet nie robiąc prostej morf+biochemii. Następnego dnia dostała już u ""naszych"" kroplówkę, bo była odwodniona + badania krwi na miejscu. Za połowę tego, co bierze ""niedzielny"" z supr kliniką. I karmę na wrażliwy przewód pokarmowy.",Medyczne
1055,W najnowszym odcinku Tymczasem w Absurdystanie: - duma narodowa lekarstwem na Koronawirus - epidemia polepsza sytuację finansową Polaków - Polacy wreszcie wstają z kolan (i wychodzą z kościołów).   Zapraszam do lektury:  PL:  https://t.co/IbJa1MVERv EN:  https://t.co/NSi6keowLJ,Niemedyczny
1057,"Szpitale przyjmują dary od ludzi, bo nie mają podstawowego wyposażenia, a rząd rżnie mocarstwo gospodarcze i udaje, że gardzi nowym budżetem UE i środkami pomocowymi z tytułu COCID-19. Tylko po to, by dalej mógł naruszać praworządność i prowadzić walki frakcyjne wew. ZP. Hańba!",Niemedyczny
1058,"Studenci i naukowcy z @weeia_p_lodz_pl, we współpracy z lekarzami i fizjoterapeutami, opracowali 👉system nawigacji dla pieszych niedowidzących, z wykorzystaniem wibroaktywnego sprzężenia zwrotnego na szyi👈. #innowacjePŁ #naukaPŁ @naukawpolsce @ForumAkad  https://t.co/KXMlbTYRfs",Medyczne
1059,"""To, że mamy tak dramatyczną sytuację w Polsce jest efektem wieloletniej, totalnej wojny pisu z lekarzami""  Izabela Leszczyna #knł Deprecjonowanie i podważanie autorytetu lekarza trwa nadal, wprowadzenie żołnierzy do szpitali w celu pilnowania ""ukrytych"" łóżek jest tego dowodem",Niemedyczny
1060,"Żeby nie było tak miło. Od 12.00 czekam na telefon od lekarza. Po 2godz. udało mi się połączyć z przychodnią. Pani recepcjonistka poinformowała mnie, że muszę czekać, bo lekarz nie ma w gabinecie telefonu. Zaraz. To co robi lekarz udzielający teleporad w gabinecie bez telefonu?",Niemedyczny
1061,"Koniecznie obejrzyjcie najnowszą wypowiedź @PBasiukiewicz dla @PolsatNewsPL, w której wyjaśnia, że wielu pacjentów skierowanych na oddział covidowy NIE MA COVID. Absurdalna strategia realizowana przez rząd ZABIJA! Trzeba natychmiast odblokować szpitale!  https://t.co/g3HGRIrNQy",Niemedyczny
1062,"@waldemar_buda albo nie wie pan o czym pan mówi, albo szmaci się pan z powodów politycznych. Jedno i drugie nie przynosi panu raczej splendoru, jest pan obrzydliwym politrukiem. Tak świetnie jest w Polsce? Kasa z UE nam nie potrzebna? Powie pan to medykom i chorym w szpitalach!",Niemedyczny
1063,"Powiem Wam na koniec, że narzekacie na częstą emisję filmu ""Znachor"". Wiadomo, że co za dużo to niezdrowo. Ale szczerze polecam książkę o tym samym tytule, a także jej kontynuację pt. "" Profesor Wilczur"", przedstawiającą dalsze losy bohatera, o których z filmu się nie dowiecie.",Niemedyczny
1064,"Dowodem na to, że wymiar spr. wymaga reformy od dawna jest sprawa znachora wiejskiego nazwiskiem Kosiba. Ze 20 ludzi za nim świadczyło, a dostał 3 lata, a to przez że prokurator na niego strasznie nastawał. Teraz to trzeba lepszych adwokatów wziąć - za większe pieniądze znaczy.",Niemedyczny
1065,"No to juz wiemy, jakich wirusow bedzie dotyczyla kolejna pandemia. Prof. Drosten (ten, ktory wprowadzil testy na sars-cov-2 i jedyny doradca Merkel) oglosil, ze gdy ta pandemia sie skonczy, wraca do laboratorium badac wirusy MERS, bo w nich widzi kandydata do kolejnej pandemii.",Medyczne
1066,"Kurde, jak tak na siebie teraz patrzę to strasznie wyszczuplałam.  Prawie 3 tygodnie choruję, ale nie tak cały czas. Jeden dzień mam gorączkę, w drugi mam katar a w trzeci kaszlę.  Mało przez to jem + praktykuje jogę. Jak tak dalej pójdzie to zejdę do mojej wymarzonej wagi 👉🏻👈🏻",Medyczne-diagnoza
1067,"2.""Pedofilów jest więcej w innych środowiskach (...) To jest forma rasizmu""   Oko twierdzi też: ""Jeżeli mówimy o ateizmie, to trzeba pamiętać, że do największych zbrodniarzy w dziejach należą ateiści""  Oko chętnie zapomina o inkwizycji, eksterminacji Indian, katarów, krucjatach",Niemedyczny
1068,"Do szpitali na Mazowszu planowane jest dostarczenie blisko 740 respiratorów dla pacjentów z C-19 - podał w czwartek woj. maz. Konstanty Radziwiłł. Obecnie dla chorych na COVID-19 na Mazowszu przeznaczono ponad 400 urządzeń, z czego 70 pozostaje wolnych.  https://t.co/0RlbXbDY9u",Niemedyczny
1069,"oddelegowania tzw,białego personelu poprzez Wojewodę kiedy w systemie Ochrony Zdrowia każda placówka ma innego właściciela Minister może nakazać tylko szpitalom/klinki/ bo Mu podlegają  Tu bym szukała przyczyn tak samo lekarze rodzinni też by mogli jako ochotnicy ale czy właści",Niemedyczny
1070,"Słyszę, że odsetek dodatnich wyników testów na #COVID19 w moim powiecie przekroczył w ubiegłym tygodniu 80% W tej sytuacji nie dziwi, że mobilny punkt pobrań zamknięto do 16 listopada. A przecież mogli dać lekarzom po #pinćset, toby se dali spokój z tymi skierowaniami na test 🙃",Medyczne
1071,"Wirusy chorób grypopodobnych są. Jest ich setki typów. Nie ma żadnych nieznanych wcześniej  wirusów.Nie ma powodu wyróżniać te koronawirusy na które są #Bublotesty, ponieważ oznaczenie typu wirusa nie wpływa na leczenie. Testy to tylko narzędzie do szerzenia Paniki #wirusowej .",Medyczne
1072,"Adam Bodnar chce, by szczepionka na koronawirusa była obowiązkowa ! ? STOP ?!  A jakie są skutki uboczne ?  Dlaczego w Korei Płd. zmarło kilkadziesiąt osób testujących szczepionkę ? Nie zgadzam się na obowiązkową szczepionkę dopóki pan tego nie wyjaśni!  https://t.co/mXYYmuyWHR",Niemedyczny
1073,"Regularne kontrole zwiększają  szansę na wyleczenie z choroby nowotworowej  https://t.co/KXZcKFuVef Istnieje szereg badań przesiewowych, które można  wykonywać, bo umożliwiają wczesne wykrycie nieprawidłowości. A wczesne wykrycie nowotworu zwiększa szansę na powodzenie terapii.",Medyczne
1074,"Koszykarskie środowisko już nieraz pokazało swoją moc - teraz, drodzy kibice, znowu liczymy na Waszą siłę! 💪🏀 Kacper Teszner z Włocławka to 10-latek, który zmaga się z nowotworem złośliwym szyszynki. 🦠 Chłopiec walczy, ale prawdziwą szansą... 1/4 #plkpl  https://t.co/GaY3G8abW6",Niemedyczny
1075,"Jestem z rodziny policyjnej. Mało tego - ja jestem z policyjnego miasta.   W Szczytnie policyjny był klub piłkarski, basen, przedszkole, a nawet przychodnia.  Policja była wszędzie i wg. mnie zwykle po tej dobrej stronie. A teraz? Nie da się jej bronić.  https://t.co/h5OD732BZV",Niemedyczny
1076,Czy znacie jakąkolwiek partię która zrobi dobrze: - przedsiębiorcom - rolnikom - nauczycielom - sędziom - lekarzom - wojsku i policji - zwykłemu Kowalskiemu i emerytom - ekologom - lewactwu - prawym ludziom i Kościołowi - Zachodowi - Rosji ??? A tego oczekują od PiS. BEZ SZANS.,Niemedyczny
1077,"Wiele z obietnic kampanijnych zdaje mi się powstawać w gorączce, biegu, wyborczym busiku, bez liczenia, rozważania, dyskusji. Kandydat je gdzieś tam szybko ogłasza i rusza dalej. A potem zostaje prezydentem/premierem/posłem i musi się tłumaczyć dlaczego nie robi tego co obiecał",Niemedyczny
1078,"Pani @RzecznikPiS jest zwolenniczką leczenia #covid19, nowotworów, zawałów, udarów etc. twórczością Zenka i Pietrzaka sowicie okraszoną ściekiem śmierdzącej propagandy @pisorgpl. No, to życzę tej pani, jak już wirus dopadnie żeby zamiast tlenu podali jej ""majteczki w kropeczki""",Niemedyczny
1079,". Czy istnieje więź ukryta między śmiercią Pięciu Braci a Polską niepodległością – pyta pod Andrzej Nowak. I można pokusić się o odpowiedz, że nasza cała Polska na naszym terenie terytorialnym i tam gdzie walczył Polski żołnierz jest okupiona krwią począwszy od tych pierwszych,",Niemedyczny
1080,Klich to wasze ręce ciała i umysły ociekają krwią ofiar covidu to wy z waszą kurewską koleżanką Martą spacerowaliście jakby nie było wirusa po Warszawie i setkach innych miast nie my ale ty gnido platformerska z waszym zawszonym przewodniczącym robiąc sobie selfi jesteś ohydny🤮,Niemedyczny
1081,"Duda podpisał nowelizację, wg której tylko medycy skierowani do walki z pandemią przez wojewodę dostaną 100-proc. dodatek. Ten sam Duda lekką rączką przekazał 2 miliardy złotych na partyjną szczujnię, w której lekarzy mieszało się z błotem. To jest naprawdę moralnie odrażające.",Niemedyczny
1082,"Od małego pamiętam jak mówiono mi, żebym zasłaniał usta jak kicham czy kaszle oraz żebym mył ręce po powrocie do domu. Przy okazji pandemii niektórzy dopiero zaczeli stosować tą mądrość. #Higiena W PL mamy firmy, które moga pomóc w zwalczaniu #Covid19. Wystarczy się rozglądnąć.",Medyczne
1083,"Tym, którzy ją otrzymywali do tej pory bezproblemowo. Osobom po wypadkach, po powikłanych operacjach, z nowotworami, brak anestezjologa do cięcia itd. Bo objawowy ciężki COVID19 przejada te zasoby.  Dlatego jest tyle obostrzeń i strachu do czasu skutecznej szczepionki lub leku.",Medyczne
1084,"@WaldekKraska Szpital w Białej w województwie opolskim nie posiada leków na covid 19 -veklury (rendesivir), są w szpitalach w Opolu i w Nysie ale ponoć leków się nie przekazuje. Transportują pacjenta. To jest chyba cos nie tak! Tam leży kobieta po udarze z zapaleniem płuc covid",Medyczne
1085,"Zakładając zwykłą tanią maseczkę na twarz przeciwko wirusom nie oczekuj ochrony przed nimi, bo to tak, jakbyś zawiesił nad łóżkiem sieć na ryby z oczkiem 5x5 cm, jako moskitierę przeciwko komarom. Maseczka ma tak duże pory, że liczony w nanometrach #wirus przelatuje jak chce. 🤣",Medyczne
1086,"To brzmi jak:  - Szczepcie się idioci, mam gdzieś, co was potem spotka w związku z tym. Możecie mi później naskoczyć! 😡Żadna tzw szczepionka nie przeszła niezbędnej procedury medycznej, by mogła zostać zakwalifikowana i rozpowszechniana. Tworzy się za to MIT o ich SKUTECZNOŚCI🤬",Niemedyczny
1087,"Dzień dobry panie prezydencie Duda. Tak się cieszę, że się wypłaszcza. Znajoma z warzywniaka dzwoniła. Kolejka, jak cholera, wszyscy stoją po jabłka. Pan podziękuję doktorowi z wykształcenia, za poradę, by jeść jabłka. Plotki mówią, że Noblistą zostanie w dziedzinie medycyny. 👍",Niemedyczny
1088,"Wszyscy wiemy, że profilaktyka wyjdzie nam na zdrowie. Dlatego w ING Polska nie tylko budujemy świadomość w zakresie wczesnej diagnostyki, ale i świadomie działamy. W #ŚwiatowyDzieńOnkologii szczególnie chcemy zwrócić uwagę na walkę z nowotworami. To...  https://t.co/vAiQwGfBNC",Medyczne
1089,"Pociesze że ja za UDOKUMENTOWANIE WYŁUDZEŃ pieniedzy w swoim NZOZ w latach 2011-2014 BYŁAM zastraszana,miesiącami NIE OTRZYMYWAŁAM wynagrodzenia za pracę a obciążana kosztami utrzymania przychodni,OGRABIONA z warsztatu pracy a na koniec pozbawiona prawa wykonywania zawodu.Dobra",Niemedyczny
1090,Nie interesuje mnie czy pandemia jest prawdziwa czy fałszywa oraz statystyka. Ważne jest jedno - nie ma na to  lekarstwa. Jak zachoruję to umrę na pewno bo nie ma pomocy. A że komuś się uda i wyżyje to marna pociecha.,Medyczne
1091,"- Społeczeństwo to nie tylko zakażeni koronawirusem, ale też pacjenci z ciężkimi chorobami, m. in. nowotworami. Używając eufemizmu, są dla nich ""pewne kłopoty"", by dostać się do lekarza - mówiła prof. Anna Boroń-Kaczmarska  #GośćWydarzeń @GrzegorzKepka   https://t.co/4MVgYJm9GR",Medyczne
1092,"Prof. P. Krawczyk, Lublin: ""Wiosenny lockdown spowodował mniejsze zgłaszanie się pacjentów na diagnostykę w kierunku raka płuca. Teraz ci chorzy trafiają do lekarzy z zaawansowanym nowotworem. Problem wywołany przez #COVID19 jest ogromny, dramatyczny"".  https://t.co/YV0eKX0Nj4",Medyczne
1094,Liczba osób ze zdiagnozowanym nowotworem spadła w porównaniu w ubiegłym rokiem o 1/4. Wykrytych zawałów serca jest mniej o 1/3. Osób z udarami trafia do szpitali również mniej o kilkadziesiąt procent. Teksty dziś w Magazynie @DGPrawna oraz @bezprawnik.  https://t.co/PL2MSHb2pQ,Medyczne
1095,"Młode byki z @PolskaPolicja są narażone bardziej, niż ludzie z astmą, nowotworami, po zawałach etc. To ma sens panie @MorawieckiM 👍👍👍 jak zawsze stanął pan na wysokości zadania.  P.S. Zapomniał pan dodać pisowców ich rodziny i kumpli. Mów pan, żeby Niemce z @FaktyTVN wiedzieli",Medyczne
1096,"Moja mama widząc mój wyraz twarzy chyba skumała że coś jest nie tak. Zaczęła obracać to w żart, mówić że do 42 roku życia bo ona ma 43 i już się przyzwyczaiła itd.   Kurwa nie rozumiem jak ona może mi robić coś takiego kiedy ja jeszcze rok temu byłam w szpitalu tylko po to aby",Niemedyczny
1097,"Jestem zmęczona. Ojciec coraz gorzej kaszle, dziadek bardzo źle się czuje, mój starszy brat jest w grupie ryzyka... Ja się czuję dobrze, ale czy to dziwne, że trzymam się od wszystkich z dala? Od rzeczywistości w sumie też. Zrobiłam sobie rutynę i udaję, że nic się nie dzieje.",Medyczne-diagnoza
1098,"..Dzień dobry...7:08...spacer z AKITĄ zaliczony,na dworze przyjemnie 18* wreszcie upały odeszły,niebo całkowicie zachmurzone,pani domu już się krząta,AKITA czeka na śniadanie,ja już po lekarstwach idę po kawę,w TV24 na razie dzień wczorajszy nic ciekawego, kochani miłego dnia.",Niemedyczny
1099,"O szczepionce firmy PFIZER, z którą się obnosi @MorawieckiM : czytając doniesienia na jej temat i atmosfery wokół niej oraz dziwnych wydarzeń, mogę powiedzieć, że zdrowie i życie jest mi miłe, więc jak ona trafi za hm, rok, jeśli trafi, to wpierw ZP, jak przeżyją, wtedy naród!",Niemedyczny
1100,Jak słucham opozycji to krew mnie zalewa jak rządzili to służba zdrowia miała mniej pieniędzy kolejki na sorach były wszystko leżało a teraz wielcy specjaliści arlukowicz i Kopacz najgorsi nieudacznicy w histori co roku strajk lekarzy rodzimych w styczniu zamknięte przychodnie,Niemedyczny
1101,"Pojawiają się w Internecie ""informacje"" o  ""lekarstwach"" na koronawirus. Trzeba do tego podchodzić bardzo ostrożnie. Podejmowane są próby leczenia różnymi lekarstwami i ich mieszkankami, ale to próby WYSOCE EKSPERYMENTALNE. Lekarze chwytają się wszystkiego, żeby ratować ludzi.",Medyczne
1103,"No i mam rodzinny problem. Kuzyn, były marines, ma dużo różnych karabinów i pistoletów, a jego siostra, w szczepionkach na COVID robi,  ma wpływy i załatwiła mu kilka razy robotę. By coś latało to bym wziął flaszkę i jakoś to spróbował mediować, a tak to dupa. Trza przeczekać.",Niemedyczny
1104,"Gen. #Kukuła nt. projektu #KRWIOoBIEG Terytorialsa - Wszyscy jesteśmy chodzącymi lekarstwami, a oddawanie krwi jest najlepszym sposobem pomocy innym! #krew #krwiodawstwo #HDK #Terytorialsi #ZawszegOTowi #Zawszeblisko @NCK_pl @Polska_Zbrojna @krwiodawca  https://t.co/68Fbxe8m8q",Medyczne
1106,"👋Drogie Panie i Panowie. Nie bójmy się mówić o nowotworach. Nie bójmy się raka. Przede wszystkim BADAJMY SIĘ ‼️ Podkreślam to za każdym razem. Najlepszym ""lekarstwem"" jest wczesne wykrycie. Nie zamiatajmy tego pod dywan. Dzisiaj rak nie jest wyrokiem.💪  https://t.co/hEtRXnwR3U",Medyczne
1107,"Wraca temat własności sprzętu, który WOŚP przekazuje szpitalom. Formalnie każde urządzenie przekazywane jest szpitalom w darze, ale... Fundacja zastrzega sobie prawo kontroli (klauzule w umowie darowizny), co de facto oznacza, że nie można korzystać w innym celu niż chce WOŚP.",Niemedyczny
1108,"Kampania prezydencka pana Dudy się sypie. Od obietnic pisowcy przeszli do szantażu: bez Dudy w Pałacu nie będzie 500+ i innych benefitów, a wiek emerytalny zostanie podniesiony etc. Spin doktorzy tak dobrą robią robotę dla konkurencji, że lepiej by tego nie zrobił sabotażysta.",Niemedyczny
1109,"Pacjent z gorączką i kaszlem.  -Myślałem, że zostanę załatwiony na teleporadzie. -I dlatego kazałem panu do mnie przyjść. -A pan się nie boi? -Boję się, jak każdy.Ale taki mam zawód.  Z dedykacją dla tych,którzy od rana ujeżdżają na tt medyków za „ukrywanie się przed chorymi”.",Medyczne-diagnoza
1110,"#koronawirus #koronawiruswPolsce Służba zdrowia nie daje rady. Szpitale przepełnione, nie mają miejsc. Brakuje personelu. Rząd udaje, że wszystko jest ok. Komu się dostaje? Na kogo szczują media? Oczywiście, że dostaje się szpitalom i lekarzom. Właśnie oglądam taki reportaż. +",Medyczne
1111,"Rząd @PremierRP @MorawieckiM w panice, bo nie ma komu leczyć, więc sejm złagodził wymogi dla lekarzy spoza UE. I jest ciekawostka: lekarz spoza UE pracujący w Polsce będzie miał mniejsze wymagania, niż lekarz Polak pracujący w Polsce. Może od razu sprowadzić szamanów z Afryki?",Niemedyczny
1112,"10 lat temu zaczął się mundial w RPA. Jedna z większych przygód w moim życiu, która po finale miała jeszcze jedną dogrywkę. Zakończyła się 10 dniami w szpitalu w Joannhesburgu i brakiem diagnozy przez kilka dni przy 40 stopniowej gorączce. Odra dziecięca, sterydy i plus 10 kg.",Niemedyczny
1113,💥 BOOOM! Zapraszamy na 23. odcinek Un Toc de La Rambla. Co nasi redaktorzy wzięli na warsztat? ⤵️ 🔴 Stara gwardia na wylocie - Rakitić i Vidal pożegnali się z klubem 🔵 Odejście Semedo oczami naszych Redaktorów 🔴 Sergiño Dest lekarstwem na prawą obronę?  https://t.co/WLH0wvU8Jk,Niemedyczny
1114,"Kilkumiesięczne zaległości w wypłacaniu pensji przez Beijing Renhe doprowadziły do samobójstwa klubowego lekarza Gao Kanga. Żona mężczyzny poinformowała o tym na Weibo, zarzucając klubowi obojętność wobec problemów swojego pracownika @pilkachiny #CSLPL  https://t.co/rznWe6AdIx",Niemedyczny
1115,"Nawiasem mówiąc, istnieją relacje z przebiegu Hiszpanki na Sądecczyźnie, kiedy to w samym Nowym Sączu umierało po kilkanaście osób dziennie, ""całe wsie leżały w gorączce"", ludzie ""pluli krwią"" na ulicach, a ""każdy kto się zaziębił, umierał"". Tak a propos szacunku dla zmarłych.",Medyczne
1117,"Sztab medyczny Realu to jakiś żart i kpina. Rok temu szatnia Realu to był jeden wielki szpital po okresie przygotowawczym, o Bale'u nie wspomnę. W tym roku Hazard już 3 lub 4 kontuzja, bo się już pogubiłem. Nie wiem czy to zbyt duże obciążenia, zbyt intensywne treningi czy co?",Niemedyczny
1118,"Dla mojego pokolenia 30-latków, które na katechezę chodziło do szkoły, która to katecheza była czasem na odrobienie lekcji to co widać na tym filmiku przypina dyskusję na owych zajęciach, tylko tu mamy formę niegrzeczną i szczerą do szpiku kości, bo ksiądz nie może dać nagany.",Niemedyczny
1119,tak czerwieni się świat zhańbiony śmiercią niewinnych rzucone do miski fragmenty człowieka podrygują w rytm śmiechu feministki O Polsko ukochana czyją krwią jesteś skalana chocholi taniec zabójców na Twej piersi wykarmionych ...   https://t.co/GJJLvkm2SU przez @wordpressdotcom,Niemedyczny
1120,".@PanoramaTvp2 | Rośnie liczba zachorowań na nowotwory głowy i szyi. Co roku wykrywanych jest ponad 12 tys. przypadków. Pacjenci, którzy nie zdążyli zgłosić się na badania w ramach ""Tygodnia Profilaktyki Nowotworów Głowy i Szyi"" wciąż mają taką szansę.  https://t.co/4pMtKl1p0N",Medyczne
1121,"Do tej pory Lewica (POPiSPSLD+) sprzeciwiała się całkowitej prywatyzacji Ochrony Zdrowia na wzór Weterynarii (""bo zwierzęta można usypiać a ludzi nie"") a teraz proponuje, aby do walki z zarazą skierować studentów, szamanów, znachorów, dyplomowych oszustów itd. #Konfederacja!!!",Niemedyczny
1122,"Marcela i Jego Mamę poznałem jakiś czas temu w szpitalu onkologicznym w Poznaniu. Nadal potrzebują pomocy. Wesprzyjmy! To jedna kawa, jedno piwo mniej... DRUŻYNA SZPIKU #niebadzobojetny #itymozeszpomoc   https://t.co/1ycFmpDdOo  https://t.co/Lspqe3nrYs  https://t.co/RgksGxxax7",Niemedyczny
1123,"Coś takiego absolutnie nie powinno mieć miejsca. Odpowiednie organy/urzędy powinny zająć się przychodniami, które przygotowują takie umowy, ponieważ to ewidentne działanie na szkodę pacjentów. Prośba o nagłośnienie sprawy: @R_A_Ziemkiewicz @St_Janecki   https://t.co/C92THy7cKn",Niemedyczny
1124,"Kraków, mordeczki.  Trwają zapisy do bezpłatnego, miejskiego programu profilaktyki zakażeń wirusem brodawczaka ludzkiego (HPV), skierowanego do dziewcząt w wieku 12 lat. #SzczepieniaDziałają.  https://t.co/7kKHLgRKS4",Medyczne
1125,"2/2  Z jednej strony mamy pracowników ochrony zdrowia zakwaterowanych w 5* hotelach i zmieniających się, co 3 godziny.  Z drugiej strony mamy szpital powiatowy, gdzie pracuję 24 godziny bez zmiany, bez przerwy, a wypoczywam w warunkach, jak na zdjęciu.  https://t.co/O3tn55Gba9",Niemedyczny
1126,"Centrum Medycznym SANITAS w Lublinie oraz Świdniku, Centrum Medycznym TopMedical w Lublinie oraz ośrodkiem medycznym ŻagielMed. Dzięki naszej współpracy z przychodniami medycznymi badania psychologiczne oraz lekarskie wykonasz u nas bez straty czasu...  https://t.co/karpbm9P24",Medyczne
1127,"W rosyjskiej sieci pojawiła się informacja o nowotworze szefa G(R)U Korobowa. Jego następcą miałby być zostać obecny zastępca wiceadmirał Igor Kostiukow. Odnosząc się z rezerwą do tej informacji, to suflowana zmiana kadrowa zgodna z logiką służby. Wojskowy zamienia wojskowego.",Medyczne-diagnoza
